Producer ID,Title,Ref2,Ref,Counties,Category,Actor,Affiliation,Short Name,Website
527,Koorali & Sansora Invest Ltd,AB0012,AB.0012,Kiambu,Producer,Estate Producers,Sansora Invest Ltd,Koorali,
528,Kuraiha & Kuraiha Est. Ltd,AB0031,AB.0031,Kiambu,Producer,Estate Producers,Kuraiha Est. Ltd,Kuraiha,
529,Kwa Nyoka Estate : Deep River Estates Ltd,AB0239,AB.0239,Kiambu,Producer,Estate Producers,Deep River Estates Ltd,Kwa Nyoka Estate,
530,L.N Kamau,AB0084,AB.0084,Kiambu,Producer,Estate Producers,,,
531,Lenette,AB0358,AB.0358,Kiambu,Producer,Estate Producers,,,
532,Limoro,AA0081,AA.0081,Kiambu,Producer,Estate Producers,,,
533,Lisura & Kin-Est Company Ltd,AA0068,AA.0068,Kiambu,Producer,Estate Producers,Kin-Est Co. Ltd,Lisura,
534,Maakiou & Mawara Invest. Ltd,AA0040,AA.0040,Kiambu,Producer,Estate Producers,Mawara Invest. Ltd,Maakiou,
535,Machrose,AB0254,AB.0254,Kiambu,Producer,Estate Producers,,,
536,Machure,AB0019,AB.0019,Kiambu,Producer,Estate Producers,,,
537,Magumu & Magumu Plantation Ltd,AC0042,AC.0042,Kiambu,Producer,Estate Producers,Magumu Plantation Ltd,Magumu,
538,Makwa & Chania Mwahota Ikai,AB0020,AB.0020,Kiambu,Producer,Estate Producers,Chania Mwahota Ikai,Makwa,
539,Mama,AH0023,AH.0023,Kiambu,Producer,Estate Producers,,,
540,Mangu & Kirathe Ltd,AB0028,AB.0028,Kiambu,Producer,Estate Producers,Kirathe Ltd,,
541,Mangu & Mangu Investments Ltd,AC0056,AC.0056,Kiambu,Producer,Estate Producers,Mangu Investments Ltd,,
542,Marigu,AH0011,AH.0011,Kiambu,Producer,Estate Producers,,,
543,Masega,AC0016,AC.0016,Kiambu,Producer,Estate Producers,,,
544,Maywal & Mawara Coffee Estate Ltd,AA0070,AA.0070,Kiambu,Producer,Estate Producers,Mawara Coffee Est. Ltd,Maywal,
545,Mbugo Estate & Jm Mugo Invest,AA0416,AA.0416,Kiambu,Producer,Estate Producers,Jm Mugo Invest,Mbugo Estate,
546,Mbugua Estate,AA0301,AA.0301,Kiambu,Producer,Estate Producers,,,
547,Mbumi & Ndunde Inv. Ltd,AA0305,AA.0305,Kiambu,Producer,Estate Producers,Ndunde Inv. Ltd,Mbumi,
548,Mchana & Kofinaf Co Ltd,AC0023,AC.0023,Kiambu,Producer,Estate Producers,Kofinaf Co. Ltd,Mchana,
549,Mehotoro & Mehotoro Farm Ltd,AC0011,AC.0011,Kiambu,Producer,Estate Producers,Mehotoro Farm Ltd,Mehotoro,
550,Migaa,AA0024,AA.0024,Kiambu,Producer,Estate Producers,,,
551,Mihando & Kigio Group Company Ltd,AB0002,AB.0002,Kiambu,Producer,Estate Producers,Kigio Group Co. Ltd,Mihando,
552,Mika Estate & Fairview Inv. Ltd,AA0051,AA.0051,Kiambu,Producer,Estate Producers,Fairview Inv. Ltd,Mika Estate,
553,Mtaro & Socfinaf Company Ltd,AC0038,AC.0038,Kiambu,Producer,Estate Producers,Socfinaf Co. Ltd,Mtaro,
554,Muhugu,AA0050,AA.0050,Kiambu,Producer,Estate Producers,,,
555,Muhuti,AA0202,AA.0202,Kiambu,Producer,Estate Producers,,,
556,Muhuti Estate,AA0201A,AA.0201A,Kiambu,Producer,Estate Producers,,,
557,Muiri,AB0014,AB.0014,Kiambu,Producer,Estate Producers,,,
558,Mukinduri,AA0195,AA.0195,Kiambu,Producer,Estate Producers,,,
559,Mulaki,AA0021,AA.0021,Kiambu,Producer,Estate Producers,,,
560,Munene Estate,AA0062,AA.0062,Kiambu,Producer,Estate Producers,,,
561,Murabu,AB0506,AB.0506,Kiambu,Producer,Estate Producers,,,
562,Muriru,AA0174,AA.0174,Kiambu,Producer,Estate Producers,,,
563,Mutati & Muthaite Ltd,AC0003,AC.0003,Kiambu,Producer,Estate Producers,Muthaite Ltd,Mutati,
564,Muthoni,FA0201,FA.0201,Kiambu,Producer,Estate Producers,,,
565,Mutoma Estate,AB0045,AB.0045,Kiambu,Producer,Estate Producers,,,
566,Mwimuto,AA0259,AA.0259,Kiambu,Producer,Estate Producers,,,
567,Naomi Farm : Murigi Kamau,AA0427A,AA.0427A,Kiambu,Producer,Estate Producers,Murigi Kamau,Naomi Farm ,
568,Nchengo & Henkin Ltd,AC0065,AC.0065,Kiambu,Producer,Estate Producers,Henkin Ltd,Nchengo Estate,
569,New Pillion,AC0037,AC.0037,Kiambu,Producer,Estate Producers,,,
570,Ngemwa,AA0163,AA.0163,Kiambu,Producer,Estate Producers,,,
571,Ngotho Farm : Samson Ngotho Harry,AA0176B,AA.0176B,Kiambu,Producer,Estate Producers,Samson Ngotho Harry,Ngotho Farm ,
572,Nguku,AA0461,AA.0461,Kiambu,Producer,Estate Producers,,,
573,Ngune Farm : Wainaina Njuguna,AA0735,AA.0735,Kiambu,Producer,Estate Producers,Wainaina Njuguna,Ngune Farm ,
574,Ngurunga,AA0023,AA.0023,Kiambu,Producer,Estate Producers,,,
575,Njagu Estate,AC0025,AC.0025,Kiambu,Producer,Estate Producers,,,
576,Njuno & C.K.K Estates Ltd,AI0011,AI.0011,Kiambu,Producer,Estate Producers,C.K.K Estates Ltd,Njuno,
577,North Moor & Mumwe Inv. Ltd,AA0007,AA.0007,Kiambu,Producer,Estate Producers,Mumwe Inv. Ltd,North Moor,
578,Nyakio & Kahoya & Kahoya Ltd,AB0015,AB.0015,Kiambu,Producer,Estate Producers,Kahoya & Kahoya Ltd,Nyakio,
579,Nyala Estate & Kamiti Properties Ltd,AA0065,AA.0065,Kiambu,Producer,Estate Producers,Kamiti Properties Ltd,Nyala Estate,
580,Nyala & Kugeria Invest. Ltd,AA0010,AA.0010,Kiambu,Producer,Estate Producers,Kugeria Invest. Ltd,Nyala,
581,Oaklands & Kofinaf Co Ltd,AC0033,AC.0033,Kiambu,Producer,Estate Producers,Kofinaf Co. Ltd,Oaklands,
582,Petro,AB0059,AB.0059,Kiambu,Producer,Estate Producers,,,
583,Prairies,AC0076,AC.0076,Kiambu,Producer,Estate Producers,,,
584,Ras & Kiihu,AA0044,AA.0044,Kiambu,Producer,Estate Producers,Kiihu,Ras,
585,Real,AB0018,AB.0018,Kiambu,Producer,Estate Producers,,,
586,Riara & Kiambu Inst. (Kist),AA0063,AA.0063,Kiambu,Producer,Estate Producers,Kiambu Inst. (Kist),Riara,
587,Rioki & Rioki Estate Company Ltd,AA0004,AA.0004,Kiambu,Producer,Estate Producers,Rioki Estate Co. Ltd,Rioki,
588,Ruera & Kofinaf Company Ltd,AC0051,AC.0051,Kiambu,Producer,Estate Producers,Kofinaf Co. Ltd,Ruera,
589,Ruiri Mills,AC0029,AC.0029,Kiambu,Producer,Estate Producers,Sasini Tea & Coffee Ltd,,
590,Rukera & Coffee Research Foundation,AC0031,AC.0031,Kiambu,Producer,Estate Producers,Coffee Research Foundation,Rukera,
591,Rusi,AA0033,AA.0033,Kiambu,Producer,Estate Producers,,,
592,S.M.K. Ndumbuini,FA0214,FA.0214,Kiambu,Producer,Estate Producers,,,
593,Sakiga,AB0571,AB.0571,Kiambu,Producer,Estate Producers,,,
594,Seking Farm,AI0071,AI.0071,Kiambu,Producer,Estate Producers,,,
595,Surrey,AC0009,AC.0009,Kiambu,Producer,Estate Producers,,,
596,Tassia & Tassia Estates Ltd,AC0015,AC.0015,Kiambu,Producer,Estate Producers,Tassia Estates Ltd,Tassia,
597,Tatu & Kofinaf Company Ltd,AC0028,AC.0028,Kiambu,Producer,Estate Producers,Kofinaf Co. Ltd,Tatu,
598,Thegi,AC0069,AC.0069,Kiambu,Producer,Estate Producers,,,
599,Theta Country Farm,AC0004,AC.0004,Kiambu,Producer,Estate Producers,Akiba Properties Ltd,,
600,Tinganga,AI0002,AI.0002,Kiambu,Producer,Estate Producers,Sasini Tea & Coffee Ltd,,
601,Tutu (Mecs) Estate : Tutu Estate,AA0681,AA.0681,Kiambu,Producer,Estate Producers,Tutu Estate,Tutu (Mecs) Estate ,
602,Twin River,AB0259,AB.0259,Kiambu,Producer,Estate Producers,,,
603,Twin Rivers Estates (1 & 2) : John Mbuthia Kamau,AF0017/A,AF.0017/A,Kiambu,Producer,Estate Producers,John Mbuthia Kamau,Twin Rivers Estates (1 & 2),
604,Two Rivers & Kangaita Estate Ltd,AC0030,AC.0030,Kiambu,Producer,Estate Producers,Kangaita Estate Ltd,Two Rivers,
605,Urumathi,AA0680,AA.0680,Kiambu,Producer,Estate Producers,,,
606,Vamuma,AA0625,AA.0625,Kiambu,Producer,Estate Producers,,,
607,Waguthu & Waguthu Farmers Ltd,AC0039,AC.0039,Kiambu,Producer,Estate Producers,Waguthu Farmers Ltd,Waguthu,
608,Waka,AA0258C,AA.0258C,Kiambu,Producer,Estate Producers,,,
609,Wamikey,AA0031,AA.0031,Kiambu,Producer,Estate Producers,,,
610,Wanjiru 1,AA0275A,AA.0275A,Kiambu,Producer,Estate Producers,,,
611,Waverley & Kiu Kenda Company Ltd,AA0008,AA.0008,Kiambu,Producer,Estate Producers,Kiu Kenda Co. Ltd,Waverley,
612,Whitestone Farm,AB0004,AB.0004,Kiambu,Producer,Estate Producers,,,
613,Windrush & Gatatha Farmers Company Ltd,AI0009,AI.0009,Kiambu,Producer,Estate Producers,Gatatha Farmers Co. Ltd,Windrush,
614,Yadini Estate & Yadini Holdings,AC0027,AC.0027,Kiambu,Producer,Estate Producers,Yadini Holdings,Yadini Estate,
615,Yara & Gatatha Farmers Company Ltd,AI0012,AI.0012,Kiambu,Producer,Estate Producers,Gatatha Farmers Co. Ltd,Yara,
616,Allu,AJ0307,AJ.0307,Kirinyaga,Producer,Estate Producers,,,
617,Cimba & Kiboro Cimba,AJ0023,AJ.0023,Kirinyaga,Producer,Estate Producers,Kiboro Cimba,Cimba,
618,Cotea,AJ0198,AJ.0198,Kirinyaga,Producer,Estate Producers,,,
619,Faida,AJ0058,AJ.0058,Kirinyaga,Producer,Estate Producers,,,
620,Gachenge,AJ0053,AJ.0053,Kirinyaga,Producer,Estate Producers,,,
621,Gakutha,AJ0037,AJ.0037,Kirinyaga,Producer,Estate Producers,,,
622,Giachai & Kirinyaga T. Inst.,AJ0001,AJ.0001,Kirinyaga,Producer,Estate Producers,Kirinyaga T. Inst.,Giachai,
623,Gituru,AJ0279,AJ.0279,Kirinyaga,Producer,Estate Producers,,,
624,I.W.M,AJ0185,AJ.0185,Kirinyaga,Producer,Estate Producers,,,
625,Ivory,AJ0054,AJ.0054,Kirinyaga,Producer,Estate Producers,,,
626,Kabuga,AJ0043,AJ.0043,Kirinyaga,Producer,Estate Producers,,,
627,Kambumbu & Kabumbu-Githunguri Growers Company Ltd,AJ0173,AJ.0173,Kirinyaga,Producer,Estate Producers,Kabumbu-Githunguri Growers Co. Ltd,Kambumbu,
628,Kariruini & Mumuwanjigi C.G. Company Ltd,AJ0204,AJ.0204,Kirinyaga,Producer,Estate Producers,Mumuwanjigi C.G. Co. Ltd,Kariruini,
629,Kiborio,AJ0340,AJ.0340,Kirinyaga,Producer,Estate Producers,,,
630,Kithiga,AJ0195,AJ.0195,Kirinyaga,Producer,Estate Producers,,,
631,Makena,AJ0003,AJ.0003,Kirinyaga,Producer,Estate Producers,,,
632,Mamuto,AJ0026,AJ.0026,Kirinyaga,Producer,Estate Producers,,,
633,Miburiini,AJ0028,AJ.0028,Kirinyaga,Producer,Estate Producers,,,
634,Mukuyu Estate,AJ0278,AJ.0278,Kirinyaga,Producer,Estate Producers,,,
635,Mwaniki Estate : Cyrus Mwaniki Gachina,AJ0437,AJ.0437,Kirinyaga,Producer,Estate Producers,Cyrus Mwaniki Gachina,Mwaniki Estate ,
636,Mwendi Wega,AJ0406,AJ.0406,Kirinyaga,Producer,Estate Producers,,,
637,Ndiara,AJ0408,AJ.0408,Kirinyaga,Producer,Estate Producers,,,
638,Njagi Estate : Patrick Njagi Ngurubu,AJ0021D,AJ.0021D,Kirinyaga,Producer,Estate Producers,Patrick Njagi Ngurubu,Njagi Estate ,
639,Njoga & Njoga Investments,AJ0002,AJ.0002,Kirinyaga,Producer,Estate Producers,Njoga Investments,Njoga,
640,Pasma,AJ0356,AJ.0356,Kirinyaga,Producer,Estate Producers,,,
641,Rupingazi,AJ0431,AJ.0431,Kirinyaga,Producer,Estate Producers,,,
642,Sial,AJ0207,AJ.0207,Kirinyaga,Producer,Estate Producers,,,
643,Siros,AJ0027,AJ.0027,Kirinyaga,Producer,Estate Producers,,,
644,Yakima,AJ0256,AJ.0256,Kirinyaga,Producer,Estate Producers,,,
645,Crf Kisii & Coffee Research Foundation,EB0001,EB.0001,Kisii,Producer,Estate Producers,Coffee Research Foundation,CRF Kisii,
646,Kerumbe Estate,EB0002,EB.0002,Kisii,Producer,Estate Producers,,,
647,Nyamokenye,EB0019,EB.0019,Kisii,Producer,Estate Producers,,,
648,Athiani Mubuti F.,BF0002,BF.0002,Machakos,Producer,Estate Producers,,,
649,Ivui,BF0027,BF.0027,Machakos,Producer,Estate Producers,,,
650,Katheka-Kai F.C.S Ltd,BF0006,BF.0006,Machakos,Producer,Estate Producers,,,
651,Kayata & Matunguku F.C.S Ltd,AF0004,AF.0004,Machakos,Producer,Estate Producers,Matunguku F.C.S Ltd,Kayata,
652,Kiboko & Kiboko C.F Company Ltd,AF0001,AF.0001,Machakos,Producer,Estate Producers,Kiboko C.F Co. Ltd,Kiboko,
653,Kimiti & Kamiti F.C.S. Ltd,AF0015,AF.0015,Machakos,Producer,Estate Producers,Kamiti F.C.S. Ltd,Kimiti,
654,Kwetu & Kwetu Coffee Est.,AF0020,AF.0020,Machakos,Producer,Estate Producers,,,
655,Kwetu & Kwetu Estate Ltd,AF0019,AF.0019,Machakos,Producer,Estate Producers,Kwetu Estate Ltd,,
656,Kyanzavi & Kyanzavi F. Company Ltd,AF0005,AF.0005,Machakos,Producer,Estate Producers,Kyanzavi F. Co. Ltd,Kyanzavi,
657,Kyuli,BF0042,BF.0042,Machakos,Producer,Estate Producers,,,
658,Matuu & Wendano Matuu Est.,AF0003,AF.0003,Machakos,Producer,Estate Producers,Wendano Matuu Est.,Matuu,
659,Mbululu,BF0100,BF.0100,Machakos,Producer,Estate Producers,,,
660,Twin Estate,AF0017,AF.0017,Machakos,Producer,Estate Producers,,,
661,Crf Mariene & Coffee Research Foundation,BB0001,BB.0001,Meru,Producer,Estate Producers,Coffee Research Foundation,CRF Mariene,
662,Eutychus Muthui,BB000,BB.000,Meru,Producer,Estate Producers,,,
663,Kamburi/Kirunguria & Nyambene Coffee Est.,BA0004,BA.0004,Meru,Producer,Estate Producers,Nyambene Coffee Est.,Kamburi/Kirunguria,
664,Kiagu & Henkin Ltd. ÔMÕ,BB0007,BB.0007,Meru,Producer,Estate Producers,Henkin Ltd. ÔMÕ,Kiagu,
665,Kiraa,BB0013,BB.0013,Meru,Producer,Estate Producers,,,
666,Mukarimu,BB0079,BB.0079,Meru,Producer,Estate Producers,,,
667,Mulika & Thanantu Invest.,BA0001,BA.0001,Meru,Producer,Estate Producers,Thanantu Invest.,Mulika,
668,Nkumari,BA0008,BA.0008,Meru,Producer,Estate Producers,,,
669,Chambagi,AD0050,AD.0050,Murang'a,Producer,Estate Producers,,,
670,Changai & Mumbi Est. Ltd,AE0003,AE.0003,Murang'a,Producer,Estate Producers,Mumbi Est. Ltd,Changai,
671,Gaichajiru,AE0008,AE.0008,Murang'a,Producer,Estate Producers,,,
672,Karamunje,AD0049,AD.0049,Murang'a,Producer,Estate Producers,,,
673,Karimakogi,AE0025,AE.0025,Murang'a,Producer,Estate Producers,,,
674,Kawamugiga & Weithaga Farm Ext. Ltd,AE0011,AE.0011,Murang'a,Producer,Estate Producers,Weithaga Farm Ext. Ltd,Kawamugiga,
675,Kirimiri Estate & Igi Holdings Ltd (Kirimiri),AE0012,AE.0012,Murang'a,Producer,Estate Producers,Igi Holdings Ltd (Kirimiri),Kirimiri Estate,
676,Kwega Estate & Pema Holdings Ltd,AE0009,AE.0009,Murang'a,Producer,Estate Producers,Pema Holdings Ltd,Kwega Estate,
677,Maji Mzuri & Kamiti Farmers Company Ltd,AE0019,AE.0019,Murang'a,Producer,Estate Producers,Kamiti Farmers Co. Ltd,Maji Mzuri,
678,Mavoloni & Mavoloni Company Ltd,AD0016,AD.0016,Murang'a,Producer,Estate Producers,Mavoloni Co. Ltd,Mavoloni,
679,Mbogo & Kagwathi Rumwe Ent.,AE0006,AE.0006,Murang'a,Producer,Estate Producers,Kagwathi Rumwe Ent.,Mbogo,
680,Mitubiri,AD0032,AD.0032,Murang'a,Producer,Estate Producers,,,
681,Mwitumberia & Kiambu Mwitumberia,AE0007,AE.0007,Murang'a,Producer,Estate Producers,Kiambu Mwitumberia,Mwitumberia,
682,Nico Farm : Paul Mwangi Nyanjui & Festus Mwangi Nyanjui,AB0331,AB.0331,Murang'a,Producer,Estate Producers,Paul Mwangi Nyanjui & Festus Mwangi Nyanjui,Nico Farm ,
683,Point Mzuri & View Point Ltd,AE0013,AE.0013,Murang'a,Producer,Estate Producers,View Point Ltd,Point Mzuri,
684,Swani Est & Swani Coffee Est. Ltd,AD0019,AD.0019,Murang'a,Producer,Estate Producers,Swani Coffee Est. Ltd,Swani Est,
685,Wempa & Kenya Vineyards,AE0047,AE.0047,Murang'a,Producer,Estate Producers,Kenya Vineyards,Wempa,
686,Alphega & Migotiyo Plts Ltd,CA0203,CA.0203,Nakuru,Producer,Estate Producers,Migotiyo Plts Ltd,Alphega,
687,Banks Solai,CA0004,CA.0004,Nakuru,Producer,Estate Producers,,,
688,Cop-Solai & Ceres Estates Ltd,CA0025,CA.0025,Nakuru,Producer,Estate Producers,Ceres Estates Ltd,Cop-Solai,
689,Enda-O & Enda-O Company Ltd,CA0021,CA.0021,Nakuru,Producer,Estate Producers,Enda-O Co. Ltd,Enda-O,
690,Endebess & Gatatha Farmers Company Ltd,CA0198,CA.0198,Nakuru,Producer,Estate Producers,Gatatha Farmers Co. Ltd,Endebess,
691,Gb Solai & Milmet Estate Ltd,CA0008,CA.0008,Nakuru,Producer,Estate Producers,Milmet Estate Ltd,Gb Solai,
692,Kilombe & Kilombe Dev. Ltd,CA0097,CA.0097,Nakuru,Producer,Estate Producers,Kilombe Dev. Ltd,Kilombe,
693,Kipngochoch,CA0022,CA.0022,Nakuru,Producer,Estate Producers,,,
694,Little Farm & Raymark Ltd,CA0147,CA.0147,Nakuru,Producer,Estate Producers,Raymark Ltd,Little Farm,
695,Mokamu Solai & Mokamu Est. Ltd,CA0027,CA.0027,Nakuru,Producer,Estate Producers,Mokamu Est. Ltd,Mokamu Solai,
696,Mutungati F.C.S. Ltd,CA0007,CA.0007,Nakuru,Producer,Estate Producers,,,
697,Ndemu Estate,CA0034,CA.0034,Nakuru,Producer,Estate Producers,,,
698,Ndururumo,CA0186,CA.0186,Nakuru,Producer,Estate Producers,,,
699,Ngerewann Farm,CA0059,CA.0059,Nakuru,Producer,Estate Producers,,,
700,Olb/Solai & Ol Banata Ltd,CA0006,CA.0006,Nakuru,Producer,Estate Producers,Ol Banata Ltd,Olb/Solai,
701,Subukia,CA0085,CA.0085,Nakuru,Producer,Estate Producers,,,
702,Teremuka & Chania Mwahota Ikai,CA0057,CA.0057,Nakuru,Producer,Estate Producers,Chania Mwahota Ikai,Teremuka,
703,Tinderess & Patel Coffee Est.,CA0018,CA.0018,Nakuru,Producer,Estate Producers,Patel Coffee Est.,Tinderess,
704,Berco Estate : Theophilus A. Mwangi,AG0034,AG.0034,Nyeri,Producer,Estate Producers,Theophilus A. Mwangi,Berco Estate ,
705,Chellem,AG0261,AG.0261,Nyeri,Producer,Estate Producers,,,
706,Gachugi,AG0117,AG.0117,Nyeri,Producer,Estate Producers,,,
707,Gathitu,AG0230,AG.0230,Nyeri,Producer,Estate Producers,,,
708,Geralds,AG0210,AG.0210,Nyeri,Producer,Estate Producers,,,
709,Gitwamba Greens Estate (Gituamba),AG0113,AG.0113,Nyeri,Producer,Estate Producers,,Gituamba Greens,
710,Ikumari & Ikumari F. Company Ltd,AG0032,AG.0032,Nyeri,Producer,Estate Producers,Ikumari F. Co. Ltd,Ikumari,
711,Jungle & Keremara Ltd,AG0008,AG.0008,Nyeri,Producer,Estate Producers,Keremara Ltd,Jungle,
712,Kamwenja & Archdiocese Of Nyeri,AG0056,AG.0056,Nyeri,Producer,Estate Producers,Archdiocese Of Nyeri,Kamwenja,
713,Kiahia,AG0157,AG.0157,Nyeri,Producer,Estate Producers,,,
714,Kihuri Estate,AG0004,AG.0004,Nyeri,Producer,Estate Producers,,,
715,Kirimara & Mutanga Investments,AG0013,AG.0013,Nyeri,Producer,Estate Producers,Mutanga Investments,Kirimara,
716,Kiwaka,AG0180,AG.0180,Nyeri,Producer,Estate Producers,,,
717,Matambo,AG0255,AG.0255,Nyeri,Producer,Estate Producers,,,
718,Matuto,AG0137,AG.0137,Nyeri,Producer,Estate Producers,,,
719,Mehoka Estate,AG0213,AG.0213,Nyeri,Producer,Estate Producers,,,
720,Mugi,AG0121,AG.0121,Nyeri,Producer,Estate Producers,,,
721,Mweiga Estate,AG0014,AG.0014,Nyeri,Producer,Estate Producers,Sasini Tea & Coffee Ltd,,
722,Nduhiu,AG0151,AG.0151,Nyeri,Producer,Estate Producers,,,
723,Ndutu & Kirinyaga C. Union,AG0015,AG.0015,Nyeri,Producer,Estate Producers,Kirinyaga C. Union,Ndutu,
724,Nyeri Hill Farm & Archdiocese Of Nyeri,AG0002,AG.0002,Nyeri,Producer,Estate Producers,Archdiocese Of Nyeri,Nyeri Hill Farm,
725,Nyeri Plantations & Dedan Kimathi University,AG0009,AG.0009,Nyeri,Producer,Estate Producers,Kimathi University,Nyeri Plantations,
726,Pamki Farm,AG0116,AG.0116,Nyeri,Producer,Estate Producers,,,
727,Rehema,AG0122,AG.0122,Nyeri,Producer,Estate Producers,,,
728,Rogima,AG0035,AG.0035,Nyeri,Producer,Estate Producers,,,
729,Seremwai,AG0023,AG.0023,Nyeri,Producer,Estate Producers,,,
730,Thunguri,AG0133,AG.0133,Nyeri,Producer,Estate Producers,,,
731,Wahenya,AG0016,AG.0016,Nyeri,Producer,Estate Producers,Sasini Tea & Coffee Ltd,Sasini,
732,Lake Basin Development Authority,ED0004,ED.0004,Siaya,Producer,Estate Producers,Lake Basin Development Authority,LBDA,
733,Kanamai,BC0046,BC.0046,Tharaka Nithi,Producer,Estate Producers,,,
734,Kirigi,BC0056,BC.0056,Tharaka Nithi,Producer,Estate Producers,,,
735,Meso & Meru South F. Co-Op. Union Ltd,BC0073,BC.0073,Tharaka Nithi,Producer,Estate Producers,Meru South F. Co-Op. Union Ltd,Meso,
736,Peflica,BC0054,BC.0054,Tharaka Nithi,Producer,Estate Producers,,,
737,Benways,CB0539,CB.0539,Trans Nzoia,Producer,Estate Producers,,,
738,Chebukaka F.C.S. Ltd,CB0419,CB.0419,Trans Nzoia,Producer,Estate Producers,,,
739,Gatatha Farmers & Gatatha Farmers Company Ltd,CB0023,CB.0023,Trans Nzoia,Producer,Estate Producers,Gatatha Farmers Co. Ltd,Gatatha Farmers,
740,Kabutiei,CB0432,CB.0432,Trans Nzoia,Producer,Estate Producers,,,
741,Kaisanga & Agr. Dev. Corp.,CB0250,CB.0250,Trans Nzoia,Producer,Estate Producers,Agr. Dev. Corp.,Kaisanga,
742,Kandie,CB0372,CB.0372,Trans Nzoia,Producer,Estate Producers,,,
743,Kapretwa & Siboti Union Ltd,CB0043,CB.0043,Trans Nzoia,Producer,Estate Producers,Siboti Union Ltd,Kapretwa,
744,Kapsoen,CB0011,CB.0011,Trans Nzoia,Producer,Estate Producers,,,
745,Kedowa & Kyeni Kya Kangundo,CB0057,CB.0057,Trans Nzoia,Producer,Estate Producers,Kyeni Kya Kangundo,Kedowa,
746,Kitale Sub-Station & Coffee Research Foundation,CB0466,CB.0466,Trans Nzoia,Producer,Estate Producers,Coffee Research Foundation,Kitale Sub-Station,
747,Soet & Soet (K) Ltd,CB0465,CB.0465,Trans Nzoia,Producer,Estate Producers,Soet (K) Ltd,Soet,
748,Gamuka Estate,BD0094,BD.0094,Embu,Producer,Small Estates,,,
749,Kamavindi Estate,BD0034,BD.0034,Embu,Producer,Small Estates,,,
750,Kamwea Farm,BD0045,BD.0045,Embu,Producer,Small Estates,,,
751,Kanginga Factory,BD0082,BD.0082,Embu,Producer,Small Estates,,,
752,Karuraa Estate,BD0117,BD.0117,Embu,Producer,Small Estates,,,
753,Kiwe Farm,BD0020,BD.0020,Embu,Producer,Small Estates,,,
754,Mukimwa Farm,BD0105,BD.0105,Embu,Producer,Small Estates,,,
755,Njakairi Estate,BD0062,BD.0062,Embu,Producer,Small Estates,,,
756,Wanya Estate,BD0115,BD.0115,Embu,Producer,Small Estates,,,
757,Alasi Farm,DA0011,DA.0011,Kakamega,Producer,Small Estates,,,
758,Ashindu Farm,ZA0016,ZA.0016,Kakamega,Producer,Small Estates,,,
759,Alihakim Estate,CH0028,CH.0028,Kericho,Producer,Small Estates,,,
760,Chiboinet Estate,CI0031,CI.0031,Kericho,Producer,Small Estates,,,
761,Kirior Farm,CF0043,CF.0043,Kericho,Producer,Small Estates,,,
762,Lule Estate,CD0010,CD.0010,Kericho,Producer,Small Estates,,,
763,Mason Estate,CI0021,CI.0021,Kericho,Producer,Small Estates,,,
764,Witeithie Estate,CG0031,CG.0031,Kericho,Producer,Small Estates,,,
765,4 Ways,AA0328B,AA.0328B,Kiambu,Producer,Small Estates,,,
766,4-Nse Estate,AB0694,AB.0694,Kiambu,Producer,Small Estates,,,
767,Agken Farm,AA0252C,AA.0252C,Kiambu,Producer,Small Estates,,,
768,Amukuku Farm B,AA0302B,AA.0302B,Kiambu,Producer,Small Estates,,,
769,Amukuku Farm A,AA0302A,AA.0302A,Kiambu,Producer,Small Estates,,,
770,Bena Farm,AB0603,AB.0603,Kiambu,Producer,Small Estates,,,
771,Beno Farm,AC0077,AC.0077,Kiambu,Producer,Small Estates,,,
772,Berry Field,AA0506B,AA.0506B,Kiambu,Producer,Small Estates,,,
773,Berwa Farm,AA0454,AA.0454,Kiambu,Producer,Small Estates,,,
774,Bewa Estate,AA0236C,AA.0236C,Kiambu,Producer,Small Estates,,,
775,Bewan Estate,AB0613,AB.0613,Kiambu,Producer,Small Estates,,,
776,Bramen Estate,AB0670,AB.0670,Kiambu,Producer,Small Estates,,,
777,Cavan Estate,AA0214B,AA.0214B,Kiambu,Producer,Small Estates,,,
778,Cbc Farm,AA0653A,AA.0653A,Kiambu,Producer,Small Estates,,,
779,Cegewa Farm,AB0390,AB.0390,Kiambu,Producer,Small Estates,,,
780,Cianjambi Farm A,AA0808,AA.0808,Kiambu,Producer,Small Estates,,,
781,Ciumenene Farm,AB0311,AB.0311,Kiambu,Producer,Small Estates,,,
782,Dagim Farm,AA0238A,AA.0238A,Kiambu,Producer,Small Estates,,,
783,Dankae B,AA0754B,AA.0754B,Kiambu,Producer,Small Estates,,,
784,Dankae Farm,AA0754,AA.0754,Kiambu,Producer,Small Estates,,,
785,Dasajo,AA0333G,AA.0333G,Kiambu,Producer,Small Estates,,,
786,Doncha Estate,AB0452,AB.0452,Kiambu,Producer,Small Estates,,,
787,Edyson Farm,AA0178F,AA.0178F,Kiambu,Producer,Small Estates,,,
788,Feroma Farm,AA0642,AA.0642,Kiambu,Producer,Small Estates,,,
789,Fnema,AB0630,AB.0630,Kiambu,Producer,Small Estates,,,
790,Frema Farm,AA0638B,AA.0638B,Kiambu,Producer,Small Estates,,,
791,Frenjicho Farm,AC0071B,AC.0071B,Kiambu,Producer,Small Estates,,,
792,Gacha Farm,AA0296A,AA.0296A,Kiambu,Producer,Small Estates,,,
